VGG-Face,15.3
FaceNet,95.2
FaceNet512,90.1
OpenFace,39.4
DeepFace,776.2
DeepID,9.3
ArcFace,42.7
SFace,11.7
GhostFaceNe,77.4
dlib,322.4
JAPANESE FACE V1,18.4
