FPR,TPR,Threshold,SampleSize,ElapsedTime
0.0,0.0,inf,10000,559.4896357059479
0.0,0.0035842293906810036,-5.2e-05,10000,559.4896357059479
0.0,0.02867383512544803,-0.005506,10000,559.4896357059479
0.00010287007509515482,0.02867383512544803,-0.006016,10000,559.4896357059479
0.00010287007509515482,0.03225806451612903,-0.006022,10000,559.4896357059479
0.00030861022528546445,0.03225806451612903,-0.006128,10000,559.4896357059479
0.00030861022528546445,0.035842293906810034,-0.006407,10000,559.4896357059479
0.0008229606007612386,0.035842293906810034,-0.006799,10000,559.4896357059479
0.0008229606007612386,0.043010752688172046,-0.007489,10000,559.4896357059479
0.0009258306758563934,0.043010752688172046,-0.007635,10000,559.4896357059479
0.0009258306758563934,0.04659498207885305,-0.007735,10000,559.4896357059479
0.0010287007509515481,0.04659498207885305,-0.007881,10000,559.4896357059479
0.0010287007509515481,0.05017921146953405,-0.007953,10000,559.4896357059479
0.001748791276617632,0.05017921146953405,-0.008573,10000,559.4896357059479
0.001748791276617632,0.05734767025089606,-0.008589,10000,559.4896357059479
0.0018516613517127868,0.05734767025089606,-0.008612,10000,559.4896357059479
0.0018516613517127868,0.06093189964157706,-0.008625,10000,559.4896357059479
0.0019545314268079417,0.06093189964157706,-0.008706,10000,559.4896357059479
0.0019545314268079417,0.06451612903225806,-0.00871,10000,559.4896357059479
0.0020574015019030963,0.06451612903225806,-0.008732,10000,559.4896357059479
0.0020574015019030963,0.07168458781362007,-0.008818,10000,559.4896357059479
0.0031889723279497992,0.07168458781362007,-0.009503,10000,559.4896357059479
0.0031889723279497992,0.07526881720430108,-0.009553,10000,559.4896357059479
0.003497582553235264,0.07526881720430108,-0.009652,10000,559.4896357059479
0.003497582553235264,0.07885304659498207,-0.009671,10000,559.4896357059479
0.0036004526283304186,0.07885304659498207,-0.009698,10000,559.4896357059479
0.0036004526283304186,0.08243727598566308,-0.009712,10000,559.4896357059479
0.004423413229091657,0.08243727598566308,-0.01028,10000,559.4896357059479
0.004423413229091657,0.08602150537634409,-0.010351,10000,559.4896357059479
0.004937763604567431,0.08602150537634409,-0.010516,10000,559.4896357059479
0.004937763604567431,0.08960573476702509,-0.010579,10000,559.4896357059479
0.005143503754757741,0.08960573476702509,-0.010583,10000,559.4896357059479
0.005452113980043205,0.08960573476702509,-0.010668,10000,559.4896357059479
0.005657854130233515,0.08960573476702509,-0.010669,10000,559.4896357059479
0.006172204505709289,0.08960573476702509,-0.011013,10000,559.4896357059479
0.006172204505709289,0.0931899641577061,-0.011081,10000,559.4896357059479
0.0076123855570414565,0.0931899641577061,-0.011519,10000,559.4896357059479
0.0076123855570414565,0.0967741935483871,-0.011563,10000,559.4896357059479
0.007715255632136611,0.0967741935483871,-0.011566,10000,559.4896357059479
0.007818125707231767,0.1003584229390681,-0.011612,10000,559.4896357059479
0.008743956383088159,0.1003584229390681,-0.011813,10000,559.4896357059479
0.008743956383088159,0.1039426523297491,-0.01182,10000,559.4896357059479
0.009361176833659089,0.1039426523297491,-0.011958,10000,559.4896357059479
0.009361176833659089,0.10752688172043011,-0.011987,10000,559.4896357059479
0.010801357884991257,0.10752688172043011,-0.01246,10000,559.4896357059479
0.010801357884991257,0.11469534050179211,-0.012555,10000,559.4896357059479
0.011932928711037958,0.11469534050179211,-0.012881,10000,559.4896357059479
0.011932928711037958,0.11827956989247312,-0.012887,10000,559.4896357059479
0.012755889311799197,0.11827956989247312,-0.013058,10000,559.4896357059479
0.012755889311799197,0.12544802867383512,-0.013124,10000,559.4896357059479
0.014710420738607139,0.12544802867383512,-0.013433,10000,559.4896357059479
0.014710420738607139,0.12903225806451613,-0.01347,10000,559.4896357059479
0.01604773171484415,0.12903225806451613,-0.013659,10000,559.4896357059479
0.016253471865034463,0.12903225806451613,-0.013664,10000,559.4896357059479
0.016562082090319927,0.12903225806451613,-0.013714,10000,559.4896357059479
0.016562082090319927,0.13261648745519714,-0.013787,10000,559.4896357059479
0.01687069231560539,0.13261648745519714,-0.013855,10000,559.4896357059479
0.01687069231560539,0.13620071684587814,-0.013887,10000,559.4896357059479
0.018002263141652094,0.13620071684587814,-0.014082,10000,559.4896357059479
0.018002263141652094,0.13978494623655913,-0.014135,10000,559.4896357059479
0.018516613517127866,0.13978494623655913,-0.01416,10000,559.4896357059479
0.018516613517127866,0.14336917562724014,-0.014164,10000,559.4896357059479
0.0202654047937455,0.14336917562724014,-0.014583,10000,559.4896357059479
0.0202654047937455,0.14695340501792115,-0.014605,10000,559.4896357059479
0.020368274868840654,0.14695340501792115,-0.01461,10000,559.4896357059479
0.020368274868840654,0.15053763440860216,-0.014653,10000,559.4896357059479
0.021088365394506738,0.15053763440860216,-0.01469,10000,559.4896357059479
0.021088365394506738,0.15412186379928317,-0.014706,10000,559.4896357059479
0.021499845694887356,0.15412186379928317,-0.014764,10000,559.4896357059479
0.021499845694887356,0.15770609318996415,-0.014775,10000,559.4896357059479
0.021705585845077667,0.15770609318996415,-0.014791,10000,559.4896357059479
0.021705585845077667,0.16487455197132617,-0.014891,10000,559.4896357059479
0.023145766896409833,0.16487455197132617,-0.015066,10000,559.4896357059479
0.023145766896409833,0.16845878136200718,-0.015073,10000,559.4896357059479
0.025923258923979016,0.16845878136200718,-0.01547,10000,559.4896357059479
0.025923258923979016,0.17204301075268819,-0.015523,10000,559.4896357059479
0.027672050200596647,0.17204301075268819,-0.015794,10000,559.4896357059479
0.027672050200596647,0.17562724014336917,-0.015823,10000,559.4896357059479
0.02818640057607242,0.17562724014336917,-0.015892,10000,559.4896357059479
0.028289270651167576,0.17921146953405018,-0.015904,10000,559.4896357059479
0.02839214072626273,0.17921146953405018,-0.015908,10000,559.4896357059479
0.02859788087645304,0.17921146953405018,-0.01591,10000,559.4896357059479
0.029523711552309432,0.17921146953405018,-0.015985,10000,559.4896357059479
0.02962658162740459,0.1827956989247312,-0.015995,10000,559.4896357059479
0.030861022528546445,0.1827956989247312,-0.016103,10000,559.4896357059479
0.031066762678736756,0.1827956989247312,-0.016108,10000,559.4896357059479
0.031889723279497996,0.1827956989247312,-0.016257,10000,559.4896357059479
0.031889723279497996,0.1863799283154122,-0.016277,10000,559.4896357059479
0.03332990433083016,0.1863799283154122,-0.016467,10000,559.4896357059479
0.03353564448102047,0.1863799283154122,-0.01647,10000,559.4896357059479
0.03394712478140109,0.1863799283154122,-0.016511,10000,559.4896357059479
0.03404999485649624,0.18996415770609318,-0.016518,10000,559.4896357059479
0.035078695607447793,0.18996415770609318,-0.016598,10000,559.4896357059479
0.035078695607447793,0.1935483870967742,-0.016609,10000,559.4896357059479
0.03662174673387512,0.1935483870967742,-0.016815,10000,559.4896357059479
0.03662174673387512,0.1971326164874552,-0.01682,10000,559.4896357059479
0.03888488838596852,0.1971326164874552,-0.017088,10000,559.4896357059479
0.03888488838596852,0.2007168458781362,-0.01709,10000,559.4896357059479
0.03991358913692007,0.2007168458781362,-0.017157,10000,559.4896357059479
0.04011932928711038,0.2007168458781362,-0.01716,10000,559.4896357059479
0.040942289887871616,0.2007168458781362,-0.017259,10000,559.4896357059479
0.040942289887871616,0.20430107526881722,-0.017272,10000,559.4896357059479
0.04269108116448925,0.20430107526881722,-0.017453,10000,559.4896357059479
0.04269108116448925,0.2078853046594982,-0.017472,10000,559.4896357059479
0.0448513527414875,0.2078853046594982,-0.017706,10000,559.4896357059479
0.0448513527414875,0.2114695340501792,-0.017712,10000,559.4896357059479
0.04557144326715359,0.2114695340501792,-0.017785,10000,559.4896357059479
0.04557144326715359,0.21505376344086022,-0.017786,10000,559.4896357059479
0.04618866371772452,0.21505376344086022,-0.01783,10000,559.4896357059479
0.046394403867914824,0.21505376344086022,-0.017837,10000,559.4896357059479
